catalogNumber,id,bloque,regla,campos,valores,severidad,destino
6028,1841124,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6029,1841125,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6030,1841126,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6031,1841127,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6032,1841128,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6033,1841129,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6034,1841130,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6035,1841131,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6036,1841132,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6037,1841133,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6038,1841134,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
6039,1841135,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
699,681390,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
940,681659,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
941,681660,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
942,681661,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
943,681662,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
944,681663,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
945,681664,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
946,681665,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
947,681666,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
948,681667,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
949,681668,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
950,681670,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
951,681671,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
952,681672,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
953,681673,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
954,681674,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
970,681692,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
971,681693,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
972,681694,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
973,681695,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
974,681696,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
975,681697,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
976,681698,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
977,681699,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
978,681700,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
979,681701,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
980,681703,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
981,681704,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
982,681705,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
983,681706,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
984,681707,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
985,681708,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
986,681709,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
987,681710,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
988,681711,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
989,681712,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
99,681713,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Orellana,informativa,propio
990,681714,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
991,681715,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
992,681716,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
993,681717,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
994,681718,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
995,681719,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
996,681720,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
997,681721,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
998,681722,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
999,681723,geografia,"canton homonimo de su provincia (verificado, no es error)",county | stateProvince,Pastaza,informativa,propio
